1512
0.1	0.1	0.0	0.2	0.1	0.4	0.4	
0.1	0.1	0.0	0.2	0.1	0.4	0.4	
0.101	0.1	0.0	0.2	0.1	0.4	0.4	
0.102	0.1	0.0	0.2	0.1	0.4	0.4	
0.103	0.1	0.0	0.2	0.1	0.4	0.4	
0.104	0.1	0.0	0.2	0.1	0.4	0.4	
0.105	0.1	0.0	0.2	0.1	0.4	0.4	
0.106	0.1	0.0	0.2	0.1	0.4	0.4	
0.107	0.1	0.0	0.2	0.1	0.4	0.4	
0.108	0.1	0.0	0.2	0.1	0.4	0.4	
0.109	0.1	0.0	0.2	0.1	0.4	0.4	
0.11	0.1	0.0	0.2	0.1	0.4	0.4	
0.111	0.1	0.0	0.2	0.1	0.4	0.4	
0.112	0.1	0.0	0.2	0.1	0.4	0.4	
0.113	0.1	0.0	0.2	0.1	0.4	0.4	
0.114	0.1	0.0	0.2	0.1	0.4	0.4	
0.115	0.1	0.0	0.2	0.1	0.4	0.4	
0.116	0.1	0.0	0.2	0.1	0.4	0.4	
0.117	0.1	0.0	0.2	0.1	0.4	0.4	
0.118	0.1	0.0	0.2	0.1	0.4	0.4	
0.119	0.1	0.0	0.2	0.1	0.4	0.4	
0.12	0.1	0.0	0.2	0.1	0.4	0.4	
0.121	0.1	0.0	0.2	0.1	0.4	0.4	
0.122	0.1	0.0	0.2	0.1	0.4	0.4	
0.123	0.1	0.0	0.2	0.1	0.4	0.4	
0.124	0.1	0.0	0.2	0.1	0.4	0.4	
0.125	0.1	0.0	0.2	0.1	0.4	0.4	
0.126	0.1	0.0	0.2	0.1	0.4	0.4	
0.127	0.1	0.0	0.2	0.1	0.4	0.4	
0.128	0.1	0.0	0.2	0.1	0.4	0.4	
0.129	0.1	0.0	0.2	0.1	0.4	0.4	
0.13	0.1	0.0	0.2	0.1	0.4	0.4	
0.131	0.1	0.0	0.2	0.1	0.4	0.4	
0.132	0.1	0.0	0.2	0.1	0.4	0.4	
0.133	0.1	0.0	0.2	0.1	0.4	0.4	
0.134	0.1	0.0	0.2	0.1	0.4	0.4	
0.135	0.1	0.0	0.2	0.1	0.4	0.4	
0.136	0.1	0.0	0.2	0.1	0.4	0.4	
0.137	0.1	0.0	0.2	0.1	0.4	0.4	
0.138	0.1	0.0	0.2	0.1	0.4	0.4	
0.139	0.1	0.0	0.2	0.1	0.4	0.4	
0.14	0.1	0.0	0.2	0.1	0.4	0.4	
0.141	0.1	0.0	0.2	0.1	0.4	0.4	
0.142	0.1	0.0	0.2	0.1	0.4	0.4	
0.143	0.1	0.0	0.2	0.1	0.4	0.4	
0.144	0.1	0.0	0.2	0.1	0.4	0.4	
0.145	0.1	0.0	0.2	0.1	0.4	0.4	
0.146	0.1	0.0	0.2	0.1	0.4	0.4	
0.147	0.1	0.0	0.2	0.1	0.4	0.4	
0.148	0.1	0.0	0.2	0.1	0.4	0.4	
0.149	0.1	0.0	0.2	0.1	0.4	0.4	
0.15	0.1	0.0	0.2	0.1	0.4	0.4	
0.15	0.101	0.0	0.2	0.1	0.4	0.4	
0.15	0.102	0.0	0.2	0.1	0.4	0.4	
0.15	0.103	0.0	0.2	0.1	0.4	0.4	
0.15	0.104	0.0	0.2	0.1	0.4	0.4	
0.15	0.105	0.0	0.2	0.1	0.4	0.4	
0.15	0.106	0.0	0.2	0.1	0.4	0.4	
0.15	0.107	0.0	0.2	0.1	0.4	0.4	
0.15	0.108	0.0	0.2	0.1	0.4	0.4	
0.15	0.109	0.0	0.2	0.1	0.4	0.4	
0.15	0.11	0.0	0.2	0.1	0.4	0.4	
0.15	0.111	0.0	0.2	0.1	0.4	0.4	
0.15	0.112	0.0	0.2	0.1	0.4	0.4	
0.15	0.113	0.0	0.2	0.1	0.4	0.4	
0.15	0.114	0.0	0.2	0.1	0.4	0.4	
0.15	0.115	0.0	0.2	0.1	0.4	0.4	
0.15	0.116	0.0	0.2	0.1	0.4	0.4	
0.15	0.117	0.0	0.2	0.1	0.4	0.4	
0.15	0.118	0.0	0.2	0.1	0.4	0.4	
